Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,,,,,,
"AMERICAN AMPLIFIER & TELEVISION INC [LANHAM,MARYLAND]",NNG12LM11P,GSFC - Goddard Space Flight Center,Lanham,MD,'04',9/24/2012,10/15/2012,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price",0,"53,047","53,047",443112,N/A,N/A,EQUIPMENT PURCHASE FOR THE INTEGRATED DESIGN CENTER\'S ARCHITECTURE DESIGN LAB--PC INTERFACE; VIDEO SCALER; AUDIA FLEX CHASSIS W/CN; 2 CHANNEL ECHO CANC CARD; COBRA NET INPUT CARD; 8 PORT WIRELESS MIC DOCK; AMPLIFIER/MIXER; SWITCH 16X16; ENGINEERING AND PROGRAMMING; RACK POWER CONDITIONER; ENCRYPTED WIRELESS MIC; ETHERNET CARD; DOCKING STATION; SHIPPING,,,,,,,,,
"AMERICAN ASSOCIATION FOR AEROSOL RESEARCH [MOUNT LAUREL,NEW JERSEY]",NNX13AM45G,NSSC - NASA Shared Services Center,Mount Laurel,NJ,'03',7/12/2013,11/1/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,"15,000","15,000","15,000",[None Indicated],N/A,N/A,"IN ORDER TO INCREASE STUDENT REPRESENTATION AT THE AAAR 2013 ANNUAL CONFERENCE, WE ARE REQUESTING A $10,000-15,000 CONTRIBUTION FROM NASA IN ORDER TO PROVIDE TRAVEL GRANTS TO 30 UNDERGRADUATE OR GRADUATE STUDENTS, ALTHOUGH, ANY AMOUNT OF SUPPORT WOULD BE SINCERELY APPRECIATED AND BE USED TO PROVIDE STUDENT GRANTS. STUDENTS WOULD APPLY FOR THE GRANT THROUGH THE CONFERENCE WEBSITE, AND THE NUMBER OF SELECTIONS WOULD BE BASED ON THE NUMBER OF APPLICANTS AND AVAILABILITY OF FUNDING. IF THE NUMBER OF APPLICANTS EXCEEDS THE FUNDS AVAILABLE, SELECTIONS WILL BE BASED ON 1) THE QUALITY OF THE STUDENT, 2) THE IMPACT OF THE STUDENTS RESEARCH, AND 3) ESTABLISHING A DIVERSITY OF STUDENT BACKGROUNDS AT THE MEETING. AS DISCUSSED IN THE INTRODUCTION, THE AAAR 2013 ANNUAL CONFERENCE DIRECTLY RELATES TO NASAS EARTH SCIENCE GOALS AND OBJECTIVES THROUGH IMPROVING OUR UNDERSTANDING OF AEROSOLS AND HOW THEY RELATE TO AIR QUALITY AND CLIMATE. SINCE 1982, THIS CONFERENCE HAS PROVIDED A FORUM FOR SHARING AND DISCUSSING CUTTING EDGE RESEARCH ACROSS A VARIETY OF AEROSOL-RELATED DISCIPLINES. THROUGH THE PROPOSED GRANT TO SUBSIDIZE STUDENT PARTICIPATION, NASA WILL BENEFIT THE SCIENTIFIC COMMUNITY BY HELPING TO GIVE THE NEXT GENERATION OF AEROSOL SCIENTISTS THE OPPORTUNITY TO INTERACT WITH THESE CUTTING-EDGE SCIENTIST AND ENGINEERS AS WELL AS TO PRESENT THEIR OWN IDEAS.",,,,,,,,,
"AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE [WASHINGTON,DISTRICT OF COLUMBIA]",NNJ11JA60P,JSC - Johnson Space Flight Center,,DC,'00',1/19/2011,3/22/2014,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","Purchase Order, Firm Fixed Price","7,195","20,830","20,830",511120,N/A,N/A,RENEWAL OF ANNUAL AAAS,,,,,,,,,
"AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE [WASHINGTON,DISTRICT OF COLUMBIA]",NNX08AI97G,NSSC - NASA Shared Services Center,,DC,'00',4/17/2008,2/12/2015,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,"249,864","1,544,154","1,544,154",[None Indicated],N/A,N/A,"VIRGINIA W. STERN/AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE (AAAS) ACHIEVING COMPETENCE IN COMPUTING, ENGINEERING, AND SPACE SCIENCE The American Association for the Advancement of Science (AAAS) requests $901,727.00 to manage the NASA/ACCESS (Achieving Competence in Computing, Engineering, and Space Science) internship program for students with disabilities in summers 2008-2010. This continuation project builds upon more than a decade of the ACCESS project, during which AAAS recruited, screened, placed and followed up on a diverse group of talented students with disabilities at 10 NASA sites around the country, and NASA/Headquarters in Washington, DC. The recruitment of a high level of talent and the need for increased diversity of students entering the NASA pipeline has fostered a request by NASA sites for more summer interns with disabilities. This proposal requests funding for placement of a minimum of 20 undergraduate and graduate students with disabilities, majoring in science, mathematics, physics, technology, engineering, and some business areas. The interns will represent diverse cultural, gender, geographic, and academic backgrounds, in nine NASA centers and Headquarters for 10-week summer internships.",,,,,,,,,
"AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE [WASHINGTON,DISTRICT OF COLUMBIA]",NNX09AL72G,NSSC - NASA Shared Services Center,,DC,'00',6/24/2009,11/15/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Training Grant,0,"179,586","179,586",[None Indicated],N/A,N/A,"NASA DATA RESOURCES FOR WEATHER AND CLIMATE EDUCATION SUMMARY: PROJECT 2061, THE SCIENCE EDUCATION REFORM INITIATIVE OF THE AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCES (AAAS), WILL IDENTIFY AND TRANSLATE INTO CLASSROOM MATERIALS A RANGE OF WEATHER- AND CLIMATE-RELATED PHENOMENA AND REPRESENTATIONS BASED ON DATA FROM NASA''S EARTH OBSERVATION SYSTEMS. OUR OBJECTIVE IS TO IMPROVE MIDDLE SCHOOL STUDENTS  UNDERSTANDING OF IMPORTANT IDEAS THAT PROVIDE A FOUNDATION FOR MORE ADVANCED STUDY OF GLOBAL CLIMATE CHANGE AND ITS IMPLICATIONS IN HIGH SCHOOL. WE ALSO AIM TO EXPAND THE INSTRUCTIONAL USE OF NASA-RELATED SCIENTIFIC DATA, SIMULATIONS, ANIMATIONS, AND OTHER TYPES OF REPRESENTATIONS. THIS ONLINE COLLECTION OF MATERIALS WILL INCLUDE 30-40 LEARNING EXPERIENCES BUILT AROUND THE SELECTED PHENOMENA AND REPRESENTATIONS, TEACHING SUGGESTIONS TO HELP STUDENTS MAKE CONNECTIONS BETWEEN THE PHENOMENA AND REPRESENTATIONS AND THE UNDERLYING SCIENTIFIC IDEAS, CLARIFICATIONS OF THE CONCEPTS TO BE TARGETED BY THE MATERIALS, AND SUMMARIES OF STUDENTS{, COMMON MISCONCEPTIONS. THE MATERIALS WILL BE ALIGNED TO THE GOALS IN CLIMATE LITERACY: ESSENTIAL PRINCIPLES AND FUNDAMENTAL CONCEPTS AND TO THE RELEVANT NATIONAL AND STATE SCIENCE STANDARDS AND WILL BE AVAILABLE AND FULLY SEARCHABLE THROUGH AAAS WEB SITES AS WELL AS SITES MAINTAINED BY THE NORTH AMERICAN ASSOCIATION FOR ENVIRONMENTAL EDUCATION, THE DIGITAL LIBRARY FOR EARTH SCIENCES EDUCATION, AND THE MAINE MATHEMATICS AND SCIENCE ALLIANCE, AMONG OTHERS. USING AN ITERATIVE DESIGN PROCESS, WE WILL WORK CLOSELY WITH NASA''S GIOVANNI, NEO, AND MY NASA DATA PROGRAMS TO IDENTIFY APPROPRIATE WEATHER AND CLIMATE PHENOMENA AND REPRESENTATIONS AROUND WHICH TO DESIGN LEARNING ACTIVITIES. TEACHERS AND STUDENTS IN MONTGOMERY COUNTY (MD) PUBLIC SCHOOLS, DENVER PUBLIC SCHOOLS, AND SCHOOLS IN THE NEW ENGLAND REGION WILL PARTICIPATE IN THE DEVELOPMENT PROCESS THROUGH FOCUS GROUPS, INTERVIEWS, AND PILOT AND FIELD TESTS OF DRAFT ACTIVITIES AND TEACHER SUPPORT MATERIALS. PANELS OF EXPERT SCIENTISTS AND SCIENCE EDUCATORS WILL ALSO REVIEW THE DRAFT MATERIALS AND PROVIDE FEEDBACK.",,,,,,,,,
"AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE [WASHINGTON,DISTRICT OF COLUMBIA]",NNX10AU79H,NSSC - NASA Shared Services Center,,DC,'00',9/21/2010,2/18/2016,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Training Grant,"138,579","549,185","549,185",[None Indicated],N/A,N/A,"AAAS (American Association for the Advancement of Science) will provide the overall policy, guidelines, administration and management of AAAS Science & Technology Policy Fellowships for a one-year period beginning 1 September 2010 and ending 31 August 2011. Implementation of the AAAS S&T Policy Fellowships will involve four main areas of activity: 1) promotion and recruitment, 2) selection and placement, 3) professional development, and 4) monitoring and annual reporting.",,,,,,,,,
"AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE [WASHINGTON,DISTRICT OF COLUMBIA]",NNX10AU80H,NSSC - NASA Shared Services Center,,DC,'00',9/21/2010,3/25/2015,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Training Grant,"152,860","504,872","504,872",[None Indicated],N/A,N/A,"THE SCIENCE&TECHNOLOGY POLICY FELLOWSHIPS ARE OPPORTUNITIES FOR PROFESSIONAL DEVELOPMENT AND PUBLIC SERVICE. THEY ARE OPERATED BY AAAS AS PART OF ITS MANDATE TO \ADVANCE SCIENCE AND SERVE SOCIETY.\"" THE AIM IS TO FOSTER SCIENTIFICALLY INFORMED, EVIDENCE-BASED POLICY AND PRACTICE BY ENGAGING SCIENTISTS AND ENGINEERS FROM A BROAD RANGE OF DISCIPLINES, BACKGROUNDS AND CAREER STAGES TO DIRECTLY CONTRIBUTE THEIR KNOWLEDGE AND ANALYTICAL SKILLS TO THE FEDERAL GOVERNMENT; TO LEARN FIRST-HAND ABOUT POLICYMAKING AND IMPLEMENTATION AT THE FEDERAL LEVEL; AND TO BUILD LEADERSHIP FOR A STRONG S&T ENTERPRISE THAT BENEFITS ALL PEOPLE. THIS IS ACCOMPLISHED BY DEVELOPING THE CAPACITY OF SCIENTISTS AND ENGINEERS TO EFFECTIVELY INFORM INDIVIDUALS AND INSTITUTIONS THAT INFLUENCE AND DETERMINE POLICIES, REGULATIONS AND FUNDING. THE FELLOWSHIP OBJECTIVES ARE TO: EDUCATE SCIENTISTS AND ENGINEERS ON THE INTRICACIES OF FEDERAL POLICYMAKING; PROVIDE INFORMATION AND ANALYSES THAT SUPPORT DECISION MAKERS CONFRONTING CHALLENGES THAT INVOLVE SCIENTIFIC AND TECHNOLOGICAL ISSUES; EMPOWER CIVIC ENGAGEMENT AND LEADERSHIP BY SCIENTISTS AND ENGINEERS BY ENHANCING THEIR SKILLS TO ASSESS, COMMUNICATE AND APPLY SCIENCE AND TECHNOLOGY IN POLICY CONTEXTS; AND INCREASE THE INVOLVEMENT AND VISIBILITY OF SCIENTISTS AND ENGINEERS IN THE POLICY REALM AND FOSTER POSITIVE EXCHANGE BETWEEN SCIENTIFIC PROFESSIONALS AND POLICYMAKERS AND REGULATORS. THE AAAS S&T POLICY FELLOWSHIPS ARE NOT DESIGNED TO CONDUCT RESEARCH. THE GOAL IS TO GENERATE POLICY-SAVVY SCIENTISTS AND ENGINEERS BY PLACING THEM IN FULL-TIME ASSIGNMENTS IN FEDERAL AGENCIES AND IN CONGRESS TO CONTRIBUTE TO THE DIRECTIVES OF THOSE ENTITIES WHILE GAINING INSIGHT INTO THE ROLE OF SCIENCE AND ENGINEERING IN THE OVERALL U.S. POLICY FRAMEWORK.""",,,,,,,,,
"AMERICAN ASSOCIATION OF VARIABLE STAR OBSERVERS [CAMBRIDGE,MASSACHUSETTS]",NNX10AI83G,NSSC - NASA Shared Services Center,,MA,'07',5/26/2010,10/22/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,0,"35,522","35,522",[None Indicated],N/A,N/A,"Young star-forming clusters have a number of coeval objects in the process of settling onto the zero-age main sequence and are likely to be undergoing several physical processes related to early stellar evolution (e.g. accretion, large-scale convection, and magnetic braking). Co-eval clusters of stars with a range of masses are particularly useful for stellar modeling and evolution studies. They contain main sequence stars at higher masses enabling the study of these objects; they are chemically more homogeneous than field stars; and they allow one to test models of pre main-sequence and early stellar evolution without the complications inherent in modeling evolved objects of unknown age. The Trapezium itself is astrophysically interesting as it represents a very young population (few Myr) with some 0 and B members remaining, and several hundred variables having a range of masses and luminosities are already known to exist. We propose to perform photometry of stars in the Trapezium region of the Orion nebula. Our aims are to (1) update periods and quantify the aperiodic and quasiperiodic behavior of all stars in the field and (2) determine the types of variability for suspected or previously undetected variables with an eye toward the detection of pulsating variables; follow-up of known variables (e.g. Eaton, Herbst, and Hillenbrand 1995; AJ 110, 1735). We plan to search for variability in all stars with useful light curves. We will understake a comprehensive study of all variable objects in the field to provide the community with a modern survey of variability in the Trapezium, and giving us a potential new set of objects to help us understand these young stars. This cluster contains variables of several different types including T Tauri stars rotating spotted stars, and eclipsing binaries; it is possible that some of these stars may also have detectable pulsations. A study of all of these classes of variable will provide insight into the nature of these stars, and of young stars in general.",,,,,,,,,
"AMERICAN ASTRONAUTICAL SOCIETY INC [SPRINGFIELD,VIRGINIA]",NNG13VF43P,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',2/26/2013,3/21/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","Purchase Order, Firm Fixed Price","24,950","24,950","24,950",813920,N/A,N/A,IGF::OT::IGF 51ST ROBERT H. GODDARD MEMORIAL SYMPOSIUM.  AAS SHALL PROVIDE PRE-RESGISTRATIONS FOR 100 NASA/GSFC EMPLOYEES ATTENDING THE SYMPOSIUM.,,,,,,,,,
"AMERICAN ASTRONAUTICAL SOCIETY INC [SPRINGFIELD,VIRGINIA]",NNX12TH40P,NSSC - NASA Shared Services Center,Huntsville,AL,'05',9/11/2012,10/18/2012,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","Purchase Order, Firm Fixed Price",0,"24,999","24,999",813920,N/A,N/A,IGF::OT::IGF OTHER FUNCTION: INTERNAL TRAINING COURSE TITLE: VAN BRAUN SYMPOSIUM,,,,,,,,,
"AMERICAN ASTRONOMICAL SOCIETY (INC) [WASHINGTON,DISTRICT OF COLUMBIA]",NNG12PN97P,GSFC - Goddard Space Flight Center,,DC,'00',11/18/2011,1/31/2012,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","Purchase Order, Firm Fixed Price","-9,424",0,0,813920,N/A,N/A,Registration Fees for 219th AAS Meeting,,,,,,,,,
"AMERICAN ASTRONOMICAL SOCIETY (INC) [WASHINGTON,DISTRICT OF COLUMBIA]",NNG13PC01W,GSFC - Goddard Space Flight Center,Long Beach,CA,'37',10/26/2012,1/10/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","Purchase Order, Firm Fixed Price","4,009","4,009","4,009",813920,PC 11097567,N/A,IGF::OT::IGF CONFERENCE BOOTH EXHIBIT REGISTRATION,,,,,,,,,
"AMERICAN ASTRONOMICAL SOCIETY (INC) [WASHINGTON,DISTRICT OF COLUMBIA]",NNG13PC05W,GSFC - Goddard Space Flight Center,Washington,DC,'00',11/15/2012,6/10/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","Purchase Order, Firm Fixed Price","6,987","6,987","6,987",813920,11102897,N/A,IGF::OT::IGF REGISTRATION COSTS FOR THE 221ST AMERICAN ASTRONOMICAL SOCIETY MEETING,,,,,,,,,
"AMERICAN ASTRONOMICAL SOCIETY (INC) [WASHINGTON,DISTRICT OF COLUMBIA]",NNG13PD72P,GSFC - Goddard Space Flight Center,Washington,DC,'00',10/31/2012,12/3/2012,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization","Purchase Order, Firm Fixed Price","6,379","6,379","6,379",813920,N/A,N/A,EXHIBIT BOOTH AND SPACE FOR AMERICAN ASTRONOMICAL SOCIETY MEETING.,,,,,,,,,
"AMERICAN ASTRONOMICAL SOCIETY (INC) [WASHINGTON,DISTRICT OF COLUMBIA]",NNX09AR50G,NSSC - NASA Shared Services Center,,DC,'00',8/26/2009,6/3/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,"-52,840","220,082","220,082",[None Indicated],N/A,N/A,"American Astronomical Society Support for the Annual Division for Planetary Sciences Meeting  The Division for Planetary Sciences (DPS) of the American Astronomical Society (AAS) is the world's largest professional society of planetary scientists. The major professional activity of the DPS each year is to organize and conduct an annual international scientific meeting at which the important results in all areas of planetary science are presented to the scientific community, and to the international press. This proposal requests renewed support from NASA for the annual DPS meeting. This support includes: (1) financial support for expenses incurred by the Executive Office of the American Astronomical Society for meeting preparation including meeting planning, pre-registration, abstract submission, program planning, and on-site registration, and (2) the actual costs to publish the abstracts of the papers in the Bulletin of the American Astronomical Society. We are requesting $128.6 K for FY''09 and $144.3 K for FY''10. These amounts cover the expenses of the AAS in running the DPS meeting and are documented by a MOD in Appendix 1.",,,,,,,,,
"AMERICAN ASTRONOMICAL SOCIETY (INC) [WASHINGTON,DISTRICT OF COLUMBIA]",NNX09AU84G,NSSC - NASA Shared Services Center,,DC,'00',9/4/2009,6/10/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,"-2,795","18,203","18,203",[None Indicated],N/A,N/A,"AMERICAN ASTRONOMICAL SOCIETY Recent Classical Novae as Swift Non-Too Targets  The PI, G.J. Schwarz is responsible for coordinating the analysis of the data from the SWIFT CYS (NASA Research Announcement NNH08ZDA001N) proposal (50080143) Recent Classical Novae as Swift Non-ToO Targets."" Schwarz will lead the the analysis of the X-ray and UV data obtained with Swift, coordinate the ground based supporting observations, and disseminate the results via scientific meetings and ultimately peer reviewed publications. CE. Woodward is a Co-I and will devote 0.05 FTE effort to this project. Woodward will assist in the analysis of the X-ray/UV data and he will participate in the publication and dissemination ofthe scientiflc results ofthe project. The Co-I shall also respond to specific tasics in response to action items from the project PI Schwarz, as well as contributing ancillary multi-wavelength data obtained both from ground- and space-based facilities to the project. """,,,,,,,,,
"AMERICAN ASTRONOMICAL SOCIETY (INC) [WASHINGTON,DISTRICT OF COLUMBIA]",NNX10AB39G,NSSC - NASA Shared Services Center,,DC,'00',12/9/2009,10/27/2014,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,0,"359,118","359,118",[None Indicated],N/A,N/A,"Starting in 1999, the American Astronomical Society was awarded a muti-year grant (grant number NAG5-8474) to support Small Astronomical Research Projects. The program has actually been supported by NASA since 1980 in an initial grant and series of single year grant supplements. The program is advertised by the American Astronomical Society as the AAS Small Research Grants Program. A web page is available with details on how to apply and file final reports at http:Uwww.aas.org/grants/smrg.php. Twice each year, proposals are received and reviewed (the review used to take place at AAS meetings; it is now done by teleconference with materials distributed electronically to broaden the potential referee pool and economize). The goal of the program is to take some administrative burden from NASA for small, unsolicited proposals while generating the maximum scientific return. The proposals may cover the support of travel to observatories, computer costs, page charges, and other purposes related to individual research projects. The proposals are peer reviewed by an AAS committee and the AAS administers the award to the individual scientists. In past years, the AAS solicited proposals from individual astronomers for support of research ranging in amount from $300 to $5,000; in 1998 the average value of the 19 grants was just over $3,500. Subsequent years have similar averages. Although we received permission in 2000 to increase the maximum award to $7,000 from our program officer, we opted to wait until we received the 2004 grant before implementing this change. This cap now adequately meets the needs of all reasonable proposals and we plan to keep this cap in place for the duration of this grant. The program has been tremendously successful, with numerous papers published from results obtained with program funding. Additionally, the program funds research travel, research equipment costs (such as computers) and also supports innovative requests involving public outreach or community support (such as the production of the American Association of Variable Star Observers finder chart CDROM). More detailed information on the amount of grants awarded and some program highlights under the program from 2004 to 2008 are given below. Astronomers don''t just find employment at major universities or research institutions. They work at smaller colleges, in the private sector and even at community colleges. In this environment it is difficult to maintain a research presence, so necessary in all realms of physical science. One prerequisite for excellence in teaching-at all levels-is active participation in research. This experience enables the astronomer to contribute to and maintain current knowledge about the field. Many smaller or less-endowed schools do not have the means, ability or tradition for supporting faculty research. The American Astronomical Society has always and will continue to actively support research experience for all its members. In an era of constrained research support it is lmportant to foster a wide variety of research projects. Funding agencies are inundated with requests to sponsor all manner of projects, large and small. The large projects are the most economically feasible to process and manage by government agencies. Unfortunately, only limited resources are usually available for small grants, of a few thousand dollars and many government proposal review processes mix very small grants in with normal and large requests, disadvantaging the small requestors. Despite their small size, grants of this amount have a remarkable potential to produce excellent science, especially for those researchers at smaller institutions or who are just starting out. These requests often represent the work of the astronomer in a small facility or those in a larger institution who need a lower level of support. It is important to reach these scientists, who represent an important segment of the American astronomical community. The succ  ",,,,,,,,,
"AMERICAN ASTRONOMICAL SOCIETY (INC) [WASHINGTON,DISTRICT OF COLUMBIA]",NNX10AF31G,NSSC - NASA Shared Services Center,,DC,'00',2/23/2010,9/28/2010,Non-Profit Institutions - Nonprofit Organization,Grant,0,"1,625","1,625",[None Indicated],N/A,N/A,"AMERICAN ASTRONOMICAL SOCIETY (INC) AFTERSCHOOL UNIVERSE - BRINGING ASTRONOMY DOWN TO EARTH  Afterschool programs provide a learning environment that is distinctly different from the school setting. Rather than being an extension ofthe school day, these programs provide a safe place for students to develop skills and explore topics not covered in typical school curricula. There is significant interest from government agencies and community stakeholders in establishing and sustaining afterschool programming around the country. Increasing attention is being paid to teaching science in afterschool programs, as under-privileged students who do not always have exposure or access to high-quality engagement in science often attend them. Such programs are a good vehicle to reach people who rarely participate in NASA education programs. Afterschool providers are looking for quality programming that has been designed for their unique setting, but there is an unfortunate deficiency in science content designed for out-of-school time. There is thus a tremendous opportunity for teaching astronomy in the afterschool setting, and most students and program leaders alike have an innate fascination with the cosmos. Afterschool Universe is a fun, hands-on afterschool astronomy program that introduces participants to a variety of basic concepts in astronomy. It is designed for middle school students, as research shows that middle school is a critical time in the development of attitudes about science and career options, especially in girls. This program was developed by the Astrophysics Science Division at the NASA Goddard Space Flight Center in 2006 and was pilot tested in 2006 and 2007. It has been disseminated nationally since early 2008 through two-day training workshops for program implementers. Over 300 afterschool program providers have been trained at these workshops, but the frequency and geographical reach of these trainings inherently limit the spread of the program. We propose to increase the efficacy and impact of the Afterschool Universe dissemination effort through a train-the-trainer method that taps into established organizations and networks that support afterschool programming. We will conduct an intensive three-day training workshop for selected staff from these organizations, then support attendees to conduct their own training workshops within their networks. This train-the-trainer method will permit a much more rapid dissemination of the program and provide a larger geographical reach than is currently possible. By training a small group of trainers, we can reach hundreds of implementers and thousands of students who would not otherwise learn much about astronomy. This is a fitting effort to build upon the excitement of the International Year of Astronomy in 2009, as it will provide both leader and student participants with continued exploration ofthe universe in the years that follow.",,,,,,,,,
