Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,,,,,,,,,
"APECOR, INC [ORLANDO,FLORIDA]",NNX11CA68C,NSSC - NASA Shared Services Center,,FL,'07',6/1/2011,1/16/2014,", Small Business Innovative Research, Small Business - For Profit Organization, Subchapter S Corporation","Definitive Contract, Firm Fixed Price",-1,"599,350","599,350",541712,N/A,N/A,"SILICON CARBIDE (SIC) AND OTHER WIDE BAND-GAP SEMICONDUCTORS OFFER GREAT PROMISE OF HIGH POWER RATING, HIGH OPERATING TEMPERATURE, SIMPLE THERMAL MANAGEMENT, AND ULTRA-HIGH POWER DENSITY FOR BOTH SPACE AND COMMERCIAL POWER ELECTRONIC SYSTEMS. HOWEVER, THIS GREAT POTENTIAL IS SERIOUSLY LIMITED BY THE LACK OF RELIABLE HIGH TEMPERATURE DEVICE PACKAGING TECHNOLOGY. THE OBJECTIVE OF THIS PROPOSED RESEARCH IS TO DEVELOP A ULTRA-COMPACT, HYBRID POWER MODULE PACKAGING TECHNOLOGY BASED ON THE USE OF DOUBLE LEADFRAMES AND DIRECT LEADFRAME-TO-CHIP TRANSIENT LIQUID PHASE (TLP) BONDING THAT ALLOWS DEVICE OPERATION UP TO 450 DEGREES CELSIUS. THE UNIQUE ADVANTAGES OF THIS INNOVATIVE SOLUTION INCLUDE VERY HIGH CURRENT CARRYING CAPABILITY, LOW PACKAGE PARASITIC IMPEDANCE, LOW THERMO-MECHANICAL STRESS AT HIGH TEMPERATURES, DOUBLE-SIDE COOLING, AND MODULARITY FOR EASY SYSTEM-LEVEL INTEGRATION. THE NEW POWER MODULE WILL HAVE A VERY SMALL FORM FACTOR WITH 3-5X REDUCTION IN SIZE AND WEIGHT FROM THE PRIOR ART, AND CAPABLE OF OPERATING FROM 450C TO -125C",,,,,,,,,,,,
"APERTURE OPTICAL SCIENCES INC. [DURHAM,CONNECTICUT]",NNX13CG30P,NSSC - NASA Shared Services Center,Durham,CT,'03',5/23/2013,11/23/2013,", Small Business Innovative Research, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,"124,988","124,988",541712,NNX13SBIRPHASEI,N/A,"IGF::OT::IGF  ADVANCED X-RAY OBSERVATORIES SUCH AS IXO AND GENX WILL REQUIRE THOUSANDS OF THIN SHELL MIRROR SEGMENTS PRODUCED BY REPLICATION USING CONVEX MANDRELS. QUALITY AND COST EFFECTIVE MANUFACTURING OF THESE SEGMENTS IS PROPORTIONAL TO THE SPEED AND EFFECTIVENESS OF THE METROLOGY WE USE IN MANUFACTURING AND THE ABILITY TO USE ACCURATE MEASUREMENTS TO ENABLE DETERMINISTIC FABRICATION. AOS PROPOSES DEVELOPMENT OF AN EFFICIENT AND ACCURATE METROLOGY SYSTEM TO ENABLE THE MANUFACTURING OF SEMENTS WITH PERFORMANCE OF 0.5 ARC-SECOND OR BETTER. A CURENT METHOD TO TEST SUCH MANDRELS IS TO STITCH MULTIPLE MERIDIONAL PROFILES ACQUIRED USING A LARGE APERTURE PLANO INTERFEROMETER AND AN AIR-BEARING ACTUATED PARTHOLDER. AOS WILL ADVANCE THIS METHOD, BY BUILDING AN AUTOMATED PLATFORM, DRIVEN BY CUSTOM DEVELOPED SOFTWARE, AND IMPLEMENTING IMPROVEMENTS THAT WILL ENHANCE BOTH THE ACCURACY AND EFFICIENCY OF THE TEST.",,,,,,,,,,,,
"API DELTRAN INC. [AMHERST,NEW YORK]",NNG14WQ17P,GSFC - Goddard Space Flight Center,Buffalo,NY,'26',11/12/2013,1/15/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","21,688","21,688","21,688",335314,N/A,N/A,"BALLOON POINTING SYSTEM RESOLVERS FOR THE WALLOPS ARC SECOND POINTER (WASP) PROJECT, 10 EACH.  SHIPPING (INCLUDING FREIGHT, HANDLING AND PROCESSING).",,,,,,,,,,,,
"API TECHNICAL SERVICES, LLC [NEWPORT NEWS,VIRGINIA]",NND14AC59P,AFRC - Armstrong Flight Research Center,NEWPORT NEWS,VA,'02',9/17/2014,10/10/2014,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, Subchapter S Corporation, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price","4,120","4,120","4,120",811219,N/A,N/A,IGF::OT::IGF  CALIBRATION OF T3 LASER TRACKER,,,,,,,,,,,,
"APOGEE IMAGING SYSTEMS, INC. [ROSEVILLE,CALIFORNIA]",NNG14LC61P,GSFC - Goddard Space Flight Center,Roseville,CA,'04',1/6/2014,3/21/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","17,957","17,957","17,957",334118,N/A,N/A,"APOGEE ASPEN CAMERA AND FILTERWHEEL SYSTEM,, 1 EACH.  SHIPPING.",,,,,,,,,,,,
"APOGEE IMAGING SYSTEMS, INC. [ROSEVILLE,CALIFORNIA]",NNG14LL34P,GSFC - Goddard Space Flight Center,Roseville,CA,'04',12/12/2013,2/13/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","10,841","10,841","10,841",334118,N/A,N/A,"ALTA F16M CAMERA WITH TE COOLED STANDARD GRADE KODAK AND USB 2.0, 1 EACH. MAXIM DL PRO SOFTWARE AND SHIPPING.",,,,,,,,,,,,
"APOGEE IMAGING SYSTEMS, INC. [ROSEVILLE,CALIFORNIA]",NNG14PE36P,GSFC - Goddard Space Flight Center,Roseville,CA,'04',2/12/2014,4/14/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","7,164","7,164","7,164",334118,N/A,N/A,"ACQUISITION OF A ALTA F32 CCD CAMERA WITH THERMOELECTRICALLY COOLED GRADE 2 KODAK KAF-3200ME CCD AND USB 2.0 INTERFACE, 1. EACH.  SHIPPING.",,,,,,,,,,,,
"APOGEE LABS, INC. [NORTH WALES,PENNSYLVANIA]",NND14SA58P,AFRC - Armstrong Flight Research Center,NORTH WALES,PA,'13',8/13/2014,10/14/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","Purchase Order, Firm Fixed Price","4,628","4,628","4,628",334118,N/A,N/A,2 CHANNEL PCM ENCODE/DECODER,,,,,,,,,,,,
"APPALACHIAN STATE UNIVERSITY [BOONE,NORTH CAROLINA]",NNX09AK15G,NSSC - NASA Shared Services Center,,NC,'05',7/6/2009,8/13/2014,"Government - State Government, US Government Entity",Grant,-138,"615,953","615,953",[None Indicated],N/A,N/A,"REMOTE SENSING OF FOREST GENETIC DIVERSITY AND ASSESSMENT OF BELOW GROUND MICROBIAL COMMUNITIES IN POPULUS TREMULOIDES FORESTS Understanding the ecological effects of reductions in biodiversity is at the forefront of ecological research. However, the importance of intraspecific genetic diversity to ecosystem functioning is poorly understood. Recent work demonstrates that genetic diversity within a foundation forest species, Populus tremuloides, can have large influences on ecological processes, especially carbon and nitrogen cycling. We propose to use remote sensing to measure the genetic diversity of P. tremuloides forests across multiple ecoregions. Our goal is to combine remotely sensed data with ground-truthed genetic and soil microbial data to better understand the patterns and consequences of forest genetic diversity across natural landscapes. Trembling aspen (P. tremuloides) is a dominant, early successional species that plays major ecological and economic roles in forests throughout western and north-temperate North America. We will combine Landsat and hyperspectral data with genetic, chemical, and microbial data to build predictive models of fundamental ecological processes. Our overall goal is to quantify forest intraspecific genetic diversity, and associated belowground microbial diversity and function, using remotely sensed data. Declining biodiversity is among the most important environmental issues facing society. Despite decades of research, the large-scale patterns and consequences of forest genetic diversity are unknown. Our current knowledge gaps are due, in large part, to the technical difficulties inherent in sampling large spatial areas for fine-scale information (e.g., plant genotype). We propose to bridge this gap in trembling aspen forests, a dominant, ecologically and economically important ecosystem, using a combination of remotely-sensed and ground-truthed data.",,,,,,,,,,,,
"APPALACHIAN STATE UNIVERSITY [BOONE,NORTH CAROLINA]",NNX12AQ04G,NSSC - NASA Shared Services Center,,NC,'05',9/25/2012,8/21/2014,"Government - State Government, US Government Entity",Grant,0,"128,889","128,889",[None Indicated],N/A,N/A,"WE PROPOSE TO EVOLVE THE CARBON MONITORING SYSTEM FLUX PILOT PROJECT FUNDED UNDER PHASE 1 INTO A FRAMEWORK THAT INTEGRATES OBSERVATIONAL CONSTRAINTS ON ALL MAJOR COMPONENTS OF THE CARBON-CYCLE-ANTHROPOGENIC SYSTEM ANTHROPOGENIC, TERRESTRIAL, OCEANIC, ATMOSPHERIC IN A  TOP-DOWN  CO2 ATTRIBUTION SYSTEM CONSTRAINED BY ATMOSPHERIC SATELLITE OBSERVATIONS. THIS EXPANDED FRAMEWORK WILL ENABLE A DEEPER UNDERSTANDING OF THE GLOBAL CARBON CYCLE AND A MEANS OF QUANTIFYING THE EFFECTIVENESS OF CLIMATE MITIGATION POLICIES. THIS CMS-FPP IS MOTIVATED BY THE INCREASE IN TROPOSPHERIC CO2 FROM ANTHROPOGENIC EMISSIONS, WHICH IS THE SINGLE LARGEST DRIVER OF OBSERVED AND PREDICTED CLIMATE CHANGE [FORSTER ET AL, 2007]. HOWEVER, ROUGHLY HALF OF THE CO2 PRODUCED FROM THESE EMISSIONS HAS BEEN REMOVED BY TERRESTRIAL AND OCEAN SINKS. CONSEQUENTLY, THE FUTURE TRAJECTORY OF CLIMATE FORCING WILL DEPEND ON FUTURE EMISSIONS AND ON THE CAPACITY OF THE CARBON-CYCLE TO ABSORB MORE CO2 [FRIEDLINGSTEIN, 2008]. RECENT YEARS HAVE SEEN AN ACCELERATION OF FOSSIL FUEL EMISSIONS AND SIGNS OF AN ONSET OF CARBON-CYCLE FEEDBACKS [CANADELL ET AL, 2007]. SINCE 2005, FOSSIL FUEL EMISSIONS HAVE BEEN REGIONALLY REDISTRIBUTED TOWARDS DEVELOPING COUNTRIES, WHICH NOW MAKE UP MORE THAN HALF OF CO2 EMISSIONS (>4 PGC/YR) [PETERS ET AL, 2012]. WHILE THE GLOBAL CARBON BUDGET AND ITS PARTITIONING BETWEEN ANTHROPOGENIC, TERRESTRIAL, AND OCEANIC FLUXES ARE REASONABLY UNDERSTOOD, THE CONTRIBUTION OF REGIONAL DRIVERS TO THAT BUDGET ARE NOT [CANADELL ET AL, 2010]. CONSEQUENTLY, UNCERTAINTY IN THE ATTRIBUTION OF CO2 ACCUMULATION RATE ON A YEAR-TO-YEAR BASIS TO THOSE DRIVERS LIMITS OUR CAPACITY TO QUANTIFY THE EFFECTIVENESS OF CLIMATE MITIGATION POLICIES [LE QUERE ET AL, 2009]. IN ORDER TO REDUCE UNCERTAINTY IN CO2 ATTRIBUTION, WE WILL SIMULTANEOUSLY IMPROVE AND AUGMENT ALL MAJOR ASPECTS OF THE CURRENT CMS-FPP: NEW SATELLITES OBSERVATIONS, AN ADDITIONAL TERRESTRIAL ECO-SYSTEM MODEL, A NEW FOSSIL FUEL ASSIMILATION SYSTEM, UPDATED OCEAN ASSIMILATION ALGORITHMS, AND IMPROVED ATMOSPHERIC INVERSION ALGORITHMS. THE CMS-FPP PHASE 2 WILL GENERATE A SUITE OF NEW AND UPDATED PRODUCTS COVERING 7/2009-2011 INCLUDING NEW GLOBAL SPATIALLY RESOLVED CO2 SOURCES AND SINKS, NEW HIGH RESOLUTION GLOBAL FOSSIL FUEL EMISSIONS, BETTER ESTIMATES OF OCEANIC CO2 AIR-SEA EXCHANGE, NEW ESTIMATES OF GLOBAL ABOVE-GROUND BIOMASS, AND REFINEMENTS IN  TOP-DOWN  ATTRIBUTION AND UNCERTAINTY ALGORITHMS. PRODUCTS GENERATED FROM BOTTOM-UP AND TOP-DOWN ESTIMATES WILL BE MADE PUBLICALLY AVAILABLE THROUGH CARBON.NASA.GOV AND LINKED TO CMSFLUX.JPL.NASA.GOV. THROUGH THESE UPDATES, THE CMS-FPP WILL PLAY A CRUCIAL AND ON-GOING ROLE IN ASSESSING THE CURRENT CAPABILITY OF SPACE-BORNE OBSERVING SYSTEMS TO IMPROVE OUR KNOWLEDGE OF THE INTEGRATED CARBON-CYCLE-ANTHROPOGENIC SYSTEM AND ITS IMPACT ON CLIMATE FORCING.",,,,,,,,,,,,
"APPALACHIAN STATE UNIVERSITY [BOONE,NORTH CAROLINA]",NNX13AR08A,NSSC - NASA Shared Services Center,,NC,'05',9/24/2013,5/20/2015,"Government - State Government, US Government Entity",Cooperative Agreement,0,"129,248","129,248",[None Indicated],N/A,N/A,"WE PROPOSE TO DEMONSTRATE THE EFFICACY OF A SPECTROMETER-ON-CHIP SYSTEM FOR IN-SITU/REMOTE MONITORING OF THE EARTH, SOLAR SYSTEM OBJECTS (E.G., PLANETS AND THEIR SATELLITES, COMETS, ASTEROIDS), AND SPACE PHYSICS PHENOMENA BY CUBESAT MISSIONS TO STUDY THE COMPOSITION, THERMAL STRUCTURE, MINERALOGY, AND CHEMICAL/PHYSICAL PROCESSES OF ATMOSPHERES AND SURFACES USING MID-INFRARED (MIR: 5-14?M) SPECTRAL SIGNATURES. FOURIER-TRANSFORM SPECTROMETERS (FTS) HAVE A VENERABLE HERITAGE AS AN INDISPENSABLE TOOL FOR THESE PURPOSES AND ARE A MATURE, ROBUST TECHNOLOGY WITH A LONG HISTORY AND ESTABLISHED HERITAGE IN SPACE MISSIONS. HOWEVER, SPECTROMETERS BASED ON FREE-SPACE OPTICS EXACT A PENALTY IN THE FORM OF MASS, SIZE, POWER, MOVING-PART SINGLE-POINT FAILURES (E.G. SCAN MIRROR MECHANISM), AND DEVELOPMENT COSTS. TO SPECIFICALLY ADDRESS THESE SHORTCOMINGS, WE HAVE DEVISED, DESIGNED, ANALYZED, AND SIMULATED DEVICES THAT ARE LARGELY WAVELENGTH INDEPENDENT AND HAVE THE POTENTIAL FOR MASS MANUFACTURE AS LOW COST SPECTROMETERON- CHIP DEVICES. THE TECHNOLOGY IS NOW AT THE TRL3 LEVEL AND READY FOR BREAD BOARDING, VALIDATION, AND SUBSEQUENT PROTOTYPING, IMPLEMENTATION, AND TESTING FOR INCORPORATION IN CUBESATS.",,,,,,,,,,,,
"APPLANIX CORPORATION [RICHMOND HILL,]",NNA14AB30P,ARC - Ames Research Center,CANADA,,'NA',9/12/2014,8/31/2017,"Other Than Small Business - For Profit Organization, International Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","207,910","207,910","207,910",334511,NNA14512854Q-AKK,"Karen Klaas, 650-604-6474, karen.klaas@nasa.gov",IGF::OT::IGF  SUBSCRIPTIONS TO THE HARDWARE AND SOFTWARE TOOLS FOR SERVICING NASA\'S APPLANIX 510 AND APPLANIX 610 INERTIAL NAVIGATION SYSTEMS,,,,,,,,,,,,
"APPLE INC. [CUPERTINO,CALIFORNIA]",NNG14PC26W,GSFC - Goddard Space Flight Center,Cupertino,CA,'17',6/20/2014,7/11/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","7,048","7,048","7,048",334111,PC 11255044,N/A,MAC PRO DESKTOP COMPUTER,,,,,,,,,,,,
"APPLE INC. [CUPERTINO,CALIFORNIA]",NNG14PE90P,GSFC - Goddard Space Flight Center,CUPERTINO,CA,'17',8/8/2014,9/5/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price",0,0,0,334111,N/A,N/A,ACQUISITION OF A MAC PRO ZOPK AND A PROMISE PEGASUS2 R4 DISKLESS 4BAY RAID SYSTEM.,,,,,,,,,,,,
"APPLE INC. [CUPERTINO,CALIFORNIA]",NNG14PN41P,GSFC - Goddard Space Flight Center,CUPERTINO,CA,'17',6/11/2014,7/11/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Purchase Order, Firm Fixed Price","7,048",0,0,334111,N/A,N/A,"MAC PRO 3.0GHZ 8-CORE INTEL XEON E5 WITH 25MB L3 CACHE, TURBO BOOST UP TO 3.9GHZ 64GB 1866MHZ DDR3 ECC - 4 X 16GB 1TB PCLE-BASED FLASH STORAGE DUAL AMD FIREPRO D500 WIHT 3GB GDDR5 VRAM EACH APPLECARE PROTECTION",,,,,,,,,,,,
"APPLE RUBBER PRODUCTS, INC. [LANCASTER,NEW YORK]",NNG14PQ40P,GSFC - Goddard Space Flight Center,Lancaster,NY,'27',7/9/2014,8/27/2014,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Sole Proprietorship","Purchase Order, Firm Fixed Price","3,500","3,500","3,500",339991,N/A,N/A,"THREE PUSH WHEELS: VITON 80 DUROMETER, PUSH WHEEL/VITON 70 DUROMETER, AND PUSH WHEEL/VITON 55 DUROMETER, QTY., 1 EACH.",,,,,,,,,,,,
"APPLI-TEC, INC. [SALEM,NEW HAMPSHIRE]",NNG10RD15D,GSFC - Goddard Space Flight Center,,MD,'05',5/6/2010,5/14/2015,", Small Business ONLY - For Profit Organization, Manufacturer Of Goods, Subchapter S Corporation","BPA Call, Firm Fixed Price","30,165","134,464","134,464",325520,N/A,N/A,"THIS BLANKET PURCHASE AGREEMENT (BPA) IS USED FOR THE PURCHASE OF THE POLYMERIC MATERIALS FOR THE USE ON GSFC IN-HOUSE PROJECTS.  THESE POLYMERIC MATERIALS MAY BE IN THE FORM OF 2-COMPONENT RESIN SYSTEMS, ONE-COMPONENT RESIN SYSTEMS, FILMS, PREPREG (B-STAGE) RESINS, OR FROZEN, PRE-MIXED RESINS IN DISPENSING SYRINGES.",,,,,,,,,,,,
"APPLIED AEROSPACE STRUCTURES, CORP. [STOCKTON,CALIFORNIA]",NNG10LA61D,GSFC - Goddard Space Flight Center,,CA,'09',3/19/2010,9/28/2014,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Labor Surplus Area Firm, Manufacturer Of Goods","BPA Call, Firm Fixed Price",0,"241,968","241,968",336419,N/A,N/A,"COMPREHENSIVE FABRICATION NEEDS FOR SPACEFLIGHT HARDWARE PARTS,  INSTRUMENT COMPONENTS, STRUCTURES, FIXTURES, ASSEMBLY TOOLS, SPACE VEHICLE PARTS, ETC.;  ASSEMBLY OF FABRICATED ITEMS AND ALL REQUIRED DOCUMENTATION.  THE CONTRACTOR SHALL MANUFACTURE, ASSEMBLE, AND PREPARE DOCUMENTATION FOR SPACEFLIGHT AND NON-FLIGHT PARTS IN SUPPORT OF THE MANUFACTURING ENGINEERING GROUP AND GSFC PROJECTS.  THE CONTRACTOR SHALL PROVIDE THE REQUIRED PERSONNEL, FACILITIES, AND MATERIALS, UNLESS OTHERWISE PROVIDED BY THE GOVERNMENT, TO ACCOMPLISH THE ISSUED DELIVERY ORDERS.  THE CONTRACTOR SHALL PROVIDE EMERGENCY REPAIR OR MODIFICATION IN SUPPORT OF REJECTED OR DEFECTIVE CRITICAL ITEMS; THIS INCLUDES PERFORMING REPAIR OR MODIFICATION AND RETURNING TO GSFC WITHIN A NEGOTIATED TIME FRAME PER DELIVERY ORDER.  THE CONTRACTOR SHALL FACILITATE TECHNICAL INTERCHANGE MEETINGS AT THE CONTRACTOR S FABRICATION FACILITY FOR DESIGN INTERPRETATION FOR WORK IN PROGRESS AND CONTRACTOR/END-USER COLLABORATION FOR CRITICAL ITEMS WITHIN A NEGOTIATED TIME FRAME PER DELIVERY ORDER.   CRITICAL ITEMS  ARE DEFINED AS THOSE SPACEFLIGHT AND GROUND SUPPORT ITEMS HAVING A SIGNIFICANT IMPACT ON TEST SCHEDULES, ASSEMBLY SCHEDULES, OR SHIPPING SCHEDULES AFFECTING LAUNCH SCHEDULES.  APPROXIMATELY 40% OF THE WORK TO BE PERFORMED ON THIS CONTRACT WILL BE CONSIDERED CRITICAL.",,,,,,,,,,,,
"APPLIED AEROSPACE STRUCTURES, CORP. [STOCKTON,CALIFORNIA]",NNG14LM82Z,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',8/14/2014,[None Indicated],", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,336413,NNG14475681Q,"Wanda Moore, 301-286-3722, wanda.b.moore@nasa.gov","IGF::OT::IGF SMALL BUSINESS SET-ASIDE, 63 OFFERS PLACE OF PERFORMANCE:  VENDOR SITE FABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARD SPACE FLIGHT CENTER THE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER''S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS.  VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS \SPACEFLIGHT\"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS \""NON-FLIGHT\"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION.""",,,,,,,,,,,,
"APPLIED AEROSPACE STRUCTURES, CORP. [STOCKTON,CALIFORNIA]",NNG14LM83D,GSFC - Goddard Space Flight Center,Stockton,CA,'09',8/20/2014,8/14/2019,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods","BPA Call, Firm Fixed Price",0,0,0,336413,N/A,N/A,"IGF::CL::IGF FABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARD SPACE FLIGHT CENTER II. THE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER\'S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS.  VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS \SPACEFLIGHT\"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS \""NON-FLIGHT\"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION.""",,,,,,,,,,,,
